Tweet,Category
@WWE Ready to see @JohnCena  win the championship for the 16th time.  Tying the legend Ric Flair,positive
Will John Cena tie Ric Flair tonight by winning his 16th world title? #SummerSlam,neutral
"Title for Title match, winner take all, will it be Seth Rollins or will John Cena become 16th time World Champ &amp; tie Ric Flair?! #SummerSlam",neutral
Did you all know that Ric Flair was handed the belt on the 16th time? #SummerSlam,neutral
Ric Flair = Beloved Legend. John Cena = Hated by pure wrestling fans.  Even if he wins the 16th title.They won't be Equal EVER! #SummerSlam,neutral
@FezzSidd Like Ric Flair's 16th World Title everyone gets all worked up about? Nash literally handed it to him. Lost it about an hour later.,neutral
Not Available,positive
Ric Flair says he was rooting for John Cena #WWE #RAW - Results: http://t.co/sEX52dUPuH http://t.co/I2oOUB88ta,neutral
Quick reminder to folks agreeing with Jon. Ric Flair's 16th reign came via Kevin Nash handing him the title. He lost it about an hour later.,neutral
Wait. Is what Ric Flair saying true? Did Jon Stewart costing @JohnCena the 16th @WWE Title put us in an alternate reality? #RAW,neutral
John Stewart's 2nd Act! Going toe-to-toe with John Cena &amp; Ric Flair in the ring! https://t.co/b7WtmPdwHg,positive
Not Available,positive
"Tonight's episode of Monday Night Raw was lit af, the Dudley boys,Ric Flair, and Sting!! Like yo wth!",positive
"Sting, Ric Flair, &amp; the Dudley Boyz. Thank you Mon Night Raw",positive
"Great Monday Night Raw episode tonight Stings, Ric Flair, and The Dudley Boyz all return can't wait for the next PPV #WWERaw #WWE",positive
I honestly think I'm still Marking Out from last night's #RAW... 1st the Dudley Boyz...  Then Ric Flair... And then Sting!! :D #WWE,positive
@Schultz975 Steve Sarkisian was about drunkard up as Ric Flair on Monday Night Raw.,neutral
CHARLOTTE the DAUGHTER OF RIC FLAIR called the Four Horsemen the best group in WWE history... http://t.co/Kxr2yb69ze #RAW,positive
"He needs to walk tomorrow, flip the bat and begin strutting like Ric Flair  https://t.co/YsoheO2W6Z",positive
Odd because Cena and Nikki were seen laughing with Ric Flair Saturday or Sunday. https://t.co/b8NpoeiHMr,positive
Ric Flair is going to be at Sidebar on Friday. I must go.,positive
"I hope that when @RonFunches wins @midnight for the 16th time, Ric Flair comes out to congratulate him. Unless Jon Stewart interferes.",positive
@WWERetweeting Ric Flair on the 20th anniversary of #Raw,neutral
Tripple H was never Ric Flair's Bitch..But this Sunday Ima make you mine...     John Cena to Seth Rollins,neutral
"Ric Flair, The Nature Boy at the Steel City Con, December 5th and 6th!!! I will not be talking to any of you... http://t.co/DBwQEdlM2q",positive
"I just took a Coach Freeze clip out of the new @HeadtoHeadRadio intro, to make room for Ric Flair. I love my job. New intro debuts tomorrow!",positive
lol Keller insinuating Ric Flair may have fed Meltzer the Cena is holding Charlotte down story.,neutral
"@LaurenceWHolmes What do you mean, Laurence? The Dudleys, Ric Flair, and Sting were on Raw Monday. Taker wrestled Sunday. It IS the 90s.",positive
"Space Mountain may be the oldest ride in the park, BUT it has the longest line. Ric Flair http://t.co/gr38yiGwcT",neutral
"If @MsCharlotteWWE defeats Nikki Bella at #nightofchampions, it Should be similar to how Ric Flair beat Dusty Rhodes to win his 1st title",positive
Maybe the 2nd Monster was a bad idea in hindsight. Feel more amped up than Ric Flair on speed.,neutral
"The notion Nikki doesn't ""deserve"" to break the record is laughable. AJ wasn't Ric Flair. Hell, Nikki may be better now than AJ ever was.",positive
"22 years ago I saw Ric Flair wrestle at age 3, in the very building I'll see @MsCharlotteWWE wrestle in tomorrow night. Mindblowing!!",positive
it's friday so give me two claps and a Ric Flair!,positive
We are underway in Iowa for Saturday Night Anarchy! Managed by the new General Manager of Anarchy Ric Flair!,positive
@PocketVolcano I take it you heard Ric Flair is at Dreamwave in Jan 1/2/16,neutral
@TonyKegger @briansiviax21 Did you see that Ric Flair will be at Dreamwave on January 2nd?,positive
"Rick Perry was going to go on Are You Smarter Than a 5th Grader? to win money to continue his campaign, but he's embarrassed himself enough.",negative
Gotta love the Rick Perry delusion ... God has tricked 'Tricky Ricky'. https://t.co/Q36Zo6pHPj,negative
"It appears that Rick Perry, former Governor of Texas, may be the first to drop out of the GOP Presidential race.  Maybe.  Perhaps.",neutral
Looks like the first shoe (or boot) may have dropped ... Rick Perry stops paying all staff as fundraising dries up http://t.co/w4pShn4Wup,negative
"@FoxFriendsFirst there he is Rick Perry, will drop out 1st! The 1st drop out will com from 2nd tier.",neutral
Rick Perry has stopped paying staff &amp; rumors of Rand Paul implosion are everywhere. Are these the 1st 2 out?,neutral
Not Available,negative
And it looks like Rick Perry is the 1st GOP domino to fall. http://t.co/zQae1kIpaY,neutral
@Josh_Kimbrell   What time is the town hall meeting @ Anderson w. Rick Perry tomorrow ?,neutral
"With Rick Perry's campaign unable to pay staffers, it may be time to think about bowing out or catering exclusively to a big donor.",neutral
"Rest of the children's table is made of wood, except rick perry, who seems to have matured like a college student btw 1st and 2nd semesters",negative
Looks like Rick Perry may be the first out in the #GOP race.  He's out of money already!,negative
Not Available,negative
Rick Perry may be the first to drop out. Out of money.  http://t.co/zwmnwXbH0J #GOP2016,negative
I think a big part of Rick Perry's fall is simply that he is not a sitting governor this time around. May be Jeb's downfall too.,negative
Why Rick Perry's campaign's financial woes may not mean as much in the age of SuperPACs. https://t.co/tmjA7pECUv,neutral
"Rick Perry may have to drop out of the race, before one vote is cast, because he has run out of money. I have mixed feelings about that.",negative
"I like Rick Perry. Wish that news was about Graham, Jeb or Christie instead https://t.co/ikEoZP6Nze",negative
So only the independently wealthy?!? Rick Perry's campaign staff is working for free 99. #SkimmLife http://t.co/abrgkGDs7I via @theSkimm,neutral
Rick Perry has stopped paying his campaign staff. Is this a sign he may drop out? #Stop #Sign http://t.co/ogAVz3cHQw http://t.co/6wcMs0clqL,negative
@foxandfriends @realDonaldTrump -How could anyone (Other than Megyn Kelly) compare Rick Perry with Trump? C'mon. Perry is a joke.,negative
May be Rick Perry wishes he would have answered question he was asked 5 times in 24 hours on fox what would u do with 11 million illegals?,negative
Rick Perry said he was the Zar of stopping illegals sat there and glossed himself for 2 months how he could secure the border not 1 idea11 m,negative
What if Rick Perry won't drop out of the 2016 race? @jbview http://t.co/fJviESEprq,neutral
"Personally, I like Rick Perry and appreciate what he did for Texas. But as president...dunno. He may start a war by mispronouncing something",positive
http://t.co/iUKDKLe5Zu - Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary http://t.co/vCJ1eh4nxE,negative
#bloomberg Rick Perry May Not Have an Exit Strategy - New campaign-finance rules may block the normal winnowing pr... http://t.co/SUY4Dy9VKc,negative
AMintheAM #GOP2016 - Loser of the Week  Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out? http://t.co/ansGS5wj7G,negative
@OpposingViews I hear it may only be 15. Rick Perry is having trouble finding a ride to the venue.,negative
"""Rick Perry May Not Have an Exit Strategy."" I encourage all Perry supporters to read this. Get the story out there.  http://t.co/pF3iCzMaug",negative
Rick Perry may actually just be outsourcing his campaign staff to Super PACs: http://t.co/rO3MaEWIQv,neutral
"Supporters that are supporting Ted Cruz, Rick Perry, &amp; Sarah Palin &amp; family-should look at the facts that their employer may think your also",neutral
Not Available,neutral
@AdamORogers @GovernorPerry @SCGOP Great questions &amp; answers. Those there got to see the 10th Amendment Rick Perry we all love!  #Perry2016,positive
"@OhWowHmm I'll vote for either Ted Cruz or Rick Perry, whichever one is the 1st to declare their state as the ""Home of 3 First Round Picks""",positive
Pundits: Rick Perry's Our Pick as 1st to Quit GOP Race Former Texas Gov. Rick Perry will be the first to drop out... http://t.co/XQiPg7HlNC,negative
Christie may beat him to it but either way both are out. Insiders: Rick Perry will be first to drop out http://t.co/OOU4003Y5h,negative
"Rick Perry a certified moron  - he's the real ""cancer"" to use his words - not Trump  http://t.co/iy4goB9xSM via @voxdotcom",negative
Rick Perry succeeded with 12th largest economy in the world Texas He will be a successful President for all American http://t.co/9cx5S19nIw,positive
Rick Perry failed at the City Club of Chicago luncheon today where they turned away thousands of people (Sun Times).,negative
Chris Christie or Rick Perry May be the First to Drop Out of Presidential Race: Beginning with Sen. Ted Cruz i... http://t.co/4Vm1Xs0kHo,neutral
"Found FOX NEWS Poll before debate without Rick Perry on it, this maybe why http://t.co/hBCIeCy3fT  Polls rigged? VIP http://t.co/CHiK9Vj7yV",negative
@Rick_Perry2016  Check this out.It's 3rd POLL I've found that doesn't have Rick Perry's name on it:http://t.co/BUWxi8Wfma See # VISITS=VOTES,negative
"No mention of the border Trade of Mexican women impregnated till 9th month,then thrown over USA border to drop another  illegal?Rick Perry?",negative
"After raising only a little over $1 million for his campaign by the end of June, Rick Perry has stopped paying campaign staff members,",negative
"Scott Walker is getting so desperate, we may just see him borrowing Rick Perry's black frame eyeglasses.",negative
@iowahawkblog @jpodhoretz I went to Texas A&amp;M but oddly never met Rick Perry.  I think he may have spent that year in Pakistan.,negative
Rick Perry tomorrow morning at 8:15a with Robert Rees at The Iowa State Iowa State Fair,neutral
Rick Perry may by a vineyard and retire so he can whine all day.,negative
Rick Perry is playing along with the fake claim 14th Amendment protects anchor babies..it specifically says not.  https://t.co/WdmBow1slf,negative
Good for the Des Moines Register and good for Rick Perry.  He will make you all proud. https://t.co/OgBoS2KJvh,positive
"Clever, but dishonest the way Fox manipulated the polls to get Kasich in the 10th spot, eliminating Rick Perry. https://t.co/sSkybsYuHh",negative
Better take another look at Rick Perry.  Best record in the 12th largest world economy. AAA rating. https://t.co/BGcwYhhazc,positive
@people WHY?? Phil is as simple as that ridiculous state he's from. The boy may as well go have a little chat with rick perry!,negative
"I hear Rick Perry is gleefully almost beside himself with joy today, as the 1st fully formed human brain nears completion. #Upgrade",positive
"Rick Perry needs to stop bragging about governing the ""12th largest economy in the world"" like Texas has its own Federal Reserve System.",negative
Why not give Rick Perry a look?  He is a Christian conservative with a proven record of 12th largest economy world. https://t.co/sNlXucsjly,neutral
Rick Perry drops out of the race &amp; leaves politics. Starts a movie production company meant to rival Marvel Studios. 1st film: Roland Raven.,neutral
Not Available,negative
.@marklevinshow apparently Rick Perry is an idiot on the 14th Amendment as well. He needs a Levin intervention too. As bad as O'Reilly.,negative
".@JenniferJJacobs: Rick Perry: A young 1st term senator put country's economy and foreign policy in the ditch, time for experienced leader.",neutral
@TomLeb @jrosenbaum As far as I know Rick Perry hasn't tried to illegally bond for a second football stadium while still paying on the 1st 1,neutral
Rick Perry has a great record of solving problems in the 12th largest economy worldwide.  Others have plans only https://t.co/6dMVOp18w0,positive
"The man with WORKING SOLUTIONS for America! Rick Perry speaks at the National Press Club - July 2, 2015 https://t.co/MYLmBAVCZB via @YouTube",positive
"#Overheard at #Candidate101: ""Did you know that Rick Perry ran out of $ to pay his staff? It's the 1st time he's paid women as much as men!""",neutral
"""Limited government leads to unlimited opportunity...the Constitution is my owner's manual...10th Amendment."" Gov Rick Perry #dream15",positive
Not Available,neutral
Rick Perry is amazing. His speech was the best hands down. #perry2016 https://t.co/97j8jIe8tE,positive
LOL. I am quit sure that isn't the future 4 Rick Perry. He is the 1 that will give us back what we lost. We need him https://t.co/oQUc4jLoaH,positive
